Image,Description,Ground Truth
cju857ad0l88m0817qx4cwxnf.png,"one medium red round polyp, located in center of the image
",cju857ad0l88m0817qx4cwxnf.png
cju0tl3uz8blh0993wxvn7ly3.png,"one small white triangular polyp, located in bottom of the image
",cju0tl3uz8blh0993wxvn7ly3.png
cju8bm24yrrdp081829mbo8ic.png,"one small yellow oval polyp, located in right of the image
",cju8bm24yrrdp081829mbo8ic.png
cju175facms5f0993a5tjikvt.png,"one medium white round polyp, located in center of the image
",cju175facms5f0993a5tjikvt.png
cju1gkndf6yi10801o1qnje19.png,"one medium white round polyp, located in left of the image
",cju1gkndf6yi10801o1qnje19.png
cju3xga12iixg0817dijbvjxw.png,"one medium white round polyp, located in top of the image
",cju3xga12iixg0817dijbvjxw.png
cju85omszllp30850b6rm9mi3.png,"one medium white triangular polyp, located in top right of the image
",cju85omszllp30850b6rm9mi3.png
cju7f4sc62xqj075597xpmuoy.png,"one medium white round polyp, located in right of the image
",cju7f4sc62xqj075597xpmuoy.png
cju1dg44i4z3w0801nyz4p6zf.png,"one small white round polyp, located in bottom of the image
",cju1dg44i4z3w0801nyz4p6zf.png
cju2otvvv0l7z0855x7we8cb0.png,"one small white triangular polyp, located in bottom of the image
",cju2otvvv0l7z0855x7we8cb0.png
cjyztzaqtrv430848l8xgcerw.png,"one medium white round polyp, located in right of the image
",cjyztzaqtrv430848l8xgcerw.png
cju7d5m0p23kn09871rk7pu3v.png,"two large white round polyp, located in top left, right of the image
",cju7d5m0p23kn09871rk7pu3v.png
cju5hwonqedw10801vsd3w6kk.png,"one medium orange thumb polyp, located in center of the image
",cju5hwonqedw10801vsd3w6kk.png
cju3ua8u0g9rg0801uayhdxhu.png,"one medium white round polyp, located in center of the image
",cju3ua8u0g9rg0801uayhdxhu.png
cju88cddensj00987788yotmg.png,"one small tan oval polyp, located in right of the image
",cju88cddensj00987788yotmg.png
ck2bxiswtxuw80838qkisqjwz.png,"one large white round polyp, located in center of the image
",ck2bxiswtxuw80838qkisqjwz.png
cju3xeexgii1j0817zs68tb4g.png,"one large white round polyp, located in right of the image
",cju3xeexgii1j0817zs68tb4g.png
cju334jzo261t0835yqudnfs1.png,"two medium yellow round polyp, located in top left, right of the image
",cju334jzo261t0835yqudnfs1.png
cju42dwedlmk60871jbgu4ehi.png,"one medium white round polyp, located in center of the image
",cju42dwedlmk60871jbgu4ehi.png
cju888fr7nveu0818r9uwtiit.png,"one medium white oval polyp, located in right of the image
",cju888fr7nveu0818r9uwtiit.png
cju2i3hzclw3o0988rrgh911i.png,"two large white round polyp, located in top left, center of the image
",cju2i3hzclw3o0988rrgh911i.png
cju8clorgsuwn08714toqb7v6.png,"one medium pink round polyp, located in left of the image
",cju8clorgsuwn08714toqb7v6.png
cju2nfnvxzdkd0878399axlco.png,"one medium pink round polyp, located in center of the image
",cju2nfnvxzdkd0878399axlco.png
cju8a3nhbpwnb0850d37fo2na.png,"one small orange oval polyp, located in top of the image
",cju8a3nhbpwnb0850d37fo2na.png
cju2hewssldzx0835ep795xu0.png,"one small brown round polyp, located in right of the image
",cju2hewssldzx0835ep795xu0.png
cju303j5r062k098835zxfds5.png,"one small brown round polyp, located in center of the image
",cju303j5r062k098835zxfds5.png
cju2srvy5440s0801y1ba9akr.png,"two large gray round polyp, located in top left, right of the image
",cju2srvy5440s0801y1ba9akr.png
cju5fw37edaae0801vkwvocn7.png,"one medium white oval polyp, located in center of the image
",cju5fw37edaae0801vkwvocn7.png
ck2395w2mb4vu07480otsu6tw.png,"one medium white round polyp, located in bottom right of the image
",ck2395w2mb4vu07480otsu6tw.png
cju5v8pgplg6k0755rvi2t63h.png,"one small brown oval polyp, located in center of the image
",cju5v8pgplg6k0755rvi2t63h.png
cju7ae7bq1f820987toc8si1d.png,"one small white heart polyp, located in top of the image
",cju7ae7bq1f820987toc8si1d.png
cju17z0qongpa0993de4boim4.png,"one small pink round polyp, located in right of the image
",cju17z0qongpa0993de4boim4.png
cju87nkyrnb970801q84m47yt.png,"one medium white round polyp, located in bottom right of the image
",cju87nkyrnb970801q84m47yt.png
cju76l27oyrw907551ri2a7fl.png,"one medium white round polyp, located in center of the image
",cju76l27oyrw907551ri2a7fl.png
cju84aoa3ktwn0755pfl4gfwd.png,"one large white round polyp, located in bottom right of the image
",cju84aoa3ktwn0755pfl4gfwd.png
cju2rz4k434s70855wwx3ddtx.png,"two small, medium orange round polyp, located in center, bottom left of the image
",cju2rz4k434s70855wwx3ddtx.png
cju43h43am1dy08176gwfhmnt.png,"one small brown circle polyp, located in center of the image
",cju43h43am1dy08176gwfhmnt.png
cju2rzpsmtb0f0835jabkbao1.png,"one small white circle polyp, located in center of the image
",cju2rzpsmtb0f0835jabkbao1.png
cju1ejj7dvqfa0835ra184v5m.png,"one medium white round polyp, located in right of the image
",cju1ejj7dvqfa0835ra184v5m.png
cju428k5fldt108177s6g6f45.png,"one medium white round polyp, located in top of the image
",cju428k5fldt108177s6g6f45.png
cju2yb31a8e8u0878wdashg7o.png,"one medium white round polyp, located in right of the image
",cju2yb31a8e8u0878wdashg7o.png
cju34aozyyy830993bn16u32n.png,"one medium brown round polyp, located in center of the image
",cju34aozyyy830993bn16u32n.png
cju34m7h536wq0988xz7gx79v.png,"two medium pink round polyp, located in top left, bottom of the image
",cju34m7h536wq0988xz7gx79v.png
cju7d4jk723eu0817bqz2n39m.png,"one medium yellow round polyp, located in right of the image
",cju7d4jk723eu0817bqz2n39m.png
cju2qvuj1s9ok0835tp2k4ozh.png,"one large brown round polyp, located in right of the image
",cju2qvuj1s9ok0835tp2k4ozh.png
cju5jx7jzf7c90871c2i9aiov.png,"one medium orange round polyp, located in center of the image
",cju5jx7jzf7c90871c2i9aiov.png
cju1euant5l960878iqj5vvto.png,"one small brown oval polyp, located in bottom right of the image
",cju1euant5l960878iqj5vvto.png
cju32a52lb9rc0799xi40qs00.png,"four small, medium yellow round polyp, located in top left, right, right, left of the image
",cju32a52lb9rc0799xi40qs00.png
cju2ueb6j5ado0878vf5md13o.png,"two small, medium white round polyp, located in top left, bottom right of the image
",cju2ueb6j5ado0878vf5md13o.png
cju2xa3i4y0160988i679zsqd.png,"one medium pink middle of donut polyp, located in right of the image
",cju2xa3i4y0160988i679zsqd.png
cju3xiic0ilzp0850lusrb42j.png,"one small white round polyp, located in center of the image
",cju3xiic0ilzp0850lusrb42j.png
cju88aq6vo1ij0755c2ey7z7n.png,"one medium yellow round polyp, located in right of the image
",cju88aq6vo1ij0755c2ey7z7n.png
cju7aifyo1p3n07552nxjx51f.png,"one small pink circle polyp, located in top of the image
",cju7aifyo1p3n07552nxjx51f.png
cju7f9umg2olj0987fj5y285w.png,"one medium brown round polyp, located in right of the image
",cju7f9umg2olj0987fj5y285w.png
cju77bvg0yv4r0987yh60xmjo.png,"one small tan round polyp, located in center of the image
",cju77bvg0yv4r0987yh60xmjo.png
cju3ttznuftyf09875t11850w.png,"one medium white oval polyp, located in right of the image
",cju3ttznuftyf09875t11850w.png
cju6xa0qmvzun0818xjukgncj.png,"one medium tan round polyp, located in center of the image
",cju6xa0qmvzun0818xjukgncj.png
cju30j1rgadut0801vuyrsnt8.png,"one small red circle polyp, located in center of the image
",cju30j1rgadut0801vuyrsnt8.png
cju30ftgja7170855xl9bkdm0.png,"one medium orange round polyp, located in center of the image
",cju30ftgja7170855xl9bkdm0.png
cjyzkpsbjdsjq07211dfi4sru.png,"one small white triangular polyp, located in top of the image
",cjyzkpsbjdsjq07211dfi4sru.png
cju2yo1j1v0qz09934o0e683p.png,"two large yellow round polyp, located in top left, right of the image
",cju2yo1j1v0qz09934o0e683p.png
cju7apr0c1qqm0755s7msqot4.png,"one medium brown round polyp, located in center of the image
",cju7apr0c1qqm0755s7msqot4.png
cju8ayeq7r1fb0818z1junacy.png,"one small brown circle polyp, located in center of the image
",cju8ayeq7r1fb0818z1junacy.png
cju2ti1du4idn0878giuozonw.png,"one medium white circle polyp, located in right of the image
",cju2ti1du4idn0878giuozonw.png
cju3u1c8tfyqx08503iedc3mx.png,"one medium brown circle polyp, located in center of the image
",cju3u1c8tfyqx08503iedc3mx.png
cju887ftknop008177nnjt46y.png,"one small white circle polyp, located in center of the image
",cju887ftknop008177nnjt46y.png
cju2tpfa5uyx408359datxqqj.png,"one medium white round polyp, located in center of the image
",cju2tpfa5uyx408359datxqqj.png
cju88vx2uoocy075531lc63n3.png,"one small tan round polyp, located in bottom of the image
",cju88vx2uoocy075531lc63n3.png
cju1fjsb4sipq09931lvd8e41.png,"one small yellow round polyp, located in bottom of the image
",cju1fjsb4sipq09931lvd8e41.png
cju1dq3x1vgx109889c7wyirg.png,"one medium white round polyp, located in center of the image
",cju1dq3x1vgx109889c7wyirg.png
cju5uhrdwkmsu0817ervv91l8.png,"one small white circle polyp, located in top right of the image
",cju5uhrdwkmsu0817ervv91l8.png
cju5tgbzhjllu08174ca41eus.png,"one medium white round polyp, located in center of the image
",cju5tgbzhjllu08174ca41eus.png
cju2t3ibkuecr0835o7si16zv.png,"one small white circle polyp, located in center of the image
",cju2t3ibkuecr0835o7si16zv.png
cju7cp6dw244p0818gncdol4m.png,"one small white circle polyp, located in right of the image
",cju7cp6dw244p0818gncdol4m.png
cju35a77vdj4n08556jj2lgmc.png,"one medium white round polyp, located in center of the image
",cju35a77vdj4n08556jj2lgmc.png
cju8bw697rwg308177tg8huas.png,"one large yellow round polyp, located in center of the image
",cju8bw697rwg308177tg8huas.png
cju2sszfq3uye0878sucelzk2.png,"two large white circle polyp, located in top left, right of the image
",cju2sszfq3uye0878sucelzk2.png
cju2tjrog4jy30878pawyazqc.png,"one medium white triangular polyp, located in right of the image
",cju2tjrog4jy30878pawyazqc.png
cju1c0qb4tzi308355wtsnp0y.png,"one large white round polyp, located in center of the image
",cju1c0qb4tzi308355wtsnp0y.png
cju8dm2cau2km0818jsv9eeq2.png,"two medium white round polyp, located in top left, bottom of the image
",cju8dm2cau2km0818jsv9eeq2.png
cju8bff9nrfi10850fmfzbf8v.png,"one medium white round polyp, located in bottom of the image
",cju8bff9nrfi10850fmfzbf8v.png
cju783tmkzkqu081803g7q5vk.png,"one medium yellow round polyp, located in center of the image
",cju783tmkzkqu081803g7q5vk.png
cju3xwpgviwlx0871rwm15q7v.png,"one small white round polyp, located in center of the image
",cju3xwpgviwlx0871rwm15q7v.png
cju5hyi9yegob0755ho3do8en.png,"two small brown round polyp, located in top, right of the image
",cju5hyi9yegob0755ho3do8en.png
cju35740hzm0g0993zl5ic246.png,"one small white circle polyp, located in bottom of the image
",cju35740hzm0g0993zl5ic246.png
cju2oi8sq0i2y0801mektzvw8.png,"two large yellow round polyp, located in top left, center of the image
",cju2oi8sq0i2y0801mektzvw8.png
cju6v1m1xv07w09870ah3njy1.png,"two small yellow round polyp, located in top, right of the image
",cju6v1m1xv07w09870ah3njy1.png
cju5vgawslbe30987ndeepc1b.png,"one large white round polyp, located in right of the image
",cju5vgawslbe30987ndeepc1b.png
cju35i2e63uxr0835h7zgkg9k.png,"one medium white round polyp, located in center of the image
",cju35i2e63uxr0835h7zgkg9k.png
cju2top2ruxxy0988p1svx36g.png,"one medium pink round polyp, located in right of the image
",cju2top2ruxxy0988p1svx36g.png
cju1alwgo30z60855fm3y23sm.png,"one medium white round polyp, located in right of the image
",cju1alwgo30z60855fm3y23sm.png
cju40u30gkuzc0871rq7t666d.png,"one small tan oval polyp, located in top of the image
",cju40u30gkuzc0871rq7t666d.png
cju15l5ubz9yh0855b3ivdpse.png,"one small white triangular polyp, located in center of the image
",cju15l5ubz9yh0855b3ivdpse.png
cju17v6ih0u7808783zcbg1jy.png,"two large red round polyp, located in top left, center of the image
",cju17v6ih0u7808783zcbg1jy.png
cju7fpfzq2wyf0818xxd1oziv.png,"two medium white round polyp, located in top left, center of the image
",cju7fpfzq2wyf0818xxd1oziv.png
cju7ap09p1kz10850ldccjebj.png,"one small white round polyp, located in right of the image
",cju7ap09p1kz10850ldccjebj.png
cju3x4blzieu30850x10uuvbm.png,"two small white circle polyp, located in top right, center of the image
",cju3x4blzieu30850x10uuvbm.png
cju7f0ec32txj08184asb8w5f.png,"one small white round polyp, located in right of the image
",cju7f0ec32txj08184asb8w5f.png
cju5fi0yxd3ei0801v7u0yudn.png,"one small white triangular polyp, located in right of the image
",cju5fi0yxd3ei0801v7u0yudn.png
cju2qs32r1vys07999conmbvx.png,"one small pink circle polyp, located in right of the image
",cju2qs32r1vys07999conmbvx.png
cju2nyc5f02m40801ojqbtiea.png,"two medium white round polyp, located in top left, bottom of the image
",cju2nyc5f02m40801ojqbtiea.png
cju42m60jlpcm08186kqppzqv.png,"two small white round polyp, located in top left, right of the image
",cju42m60jlpcm08186kqppzqv.png
cju5c7oijaqmq09878qwgqv8n.png,"one medium white round polyp, located in center of the image
",cju5c7oijaqmq09878qwgqv8n.png
cju15wdt3zla10801odjiw7sy.png,"two medium white it is a round shape polyp, located in top left, bottom right of the image
",cju15wdt3zla10801odjiw7sy.png
cju88rl5eo94l0850kf5wtrm1.png,"one medium white round polyp, located in center of the image
",cju88rl5eo94l0850kf5wtrm1.png
cju77j66ez52p08019xygi0co.png,"one small white triangular polyp, located in center of the image
",cju77j66ez52p08019xygi0co.png
cju8cj10qsrau0871o2dr6ai1.png,"one small tan round polyp, located in top of the image
",cju8cj10qsrau0871o2dr6ai1.png
cju7fq7mm2pw508176uk5ugtx.png,"one medium white round polyp, located in top of the image
",cju7fq7mm2pw508176uk5ugtx.png
cju7ez7r22qbc08015xfoz2wb.png,"two large white round polyp, located in top left, top of the image
",cju7ez7r22qbc08015xfoz2wb.png
cju40jl7skiuo0817p0smlgg8.png,"one large white a nail polyp, located in right of the image
",cju40jl7skiuo0817p0smlgg8.png
cju45ty6zn9oz0850qy4qnck1.png,"one medium white circle polyp, located in right of the image
",cju45ty6zn9oz0850qy4qnck1.png
cju2rn0hasxri0835nfy3buay.png,"one small white circle polyp, located in bottom of the image
",cju2rn0hasxri0835nfy3buay.png
cju2zi4l09f5807991s8do2b2.png,"one medium orange round polyp, located in center of the image
",cju2zi4l09f5807991s8do2b2.png
cju424hy5lckr085073fva1ok.png,"one medium yellow round polyp, located in center of the image
",cju424hy5lckr085073fva1ok.png
cju77u1sjz77b0817ft44r3fk.png,"one medium pink it is round polyp, located in center of the image
",cju77u1sjz77b0817ft44r3fk.png
cju1h5w4wxajx0835mc954kxy.png,"one medium white round polyp, located in center of the image
",cju1h5w4wxajx0835mc954kxy.png
cju8b7aqtr4a00987coba14b7.png,"one small white triangular polyp, located in top of the image
",cju8b7aqtr4a00987coba14b7.png
cju2pmhtr17a00855cvpelzb0.png,"one medium pink circle polyp, located in bottom right of the image
",cju2pmhtr17a00855cvpelzb0.png
cju8b4ja9r2s808509d45ma86.png,"one medium brown round polyp, located in center of the image
",cju8b4ja9r2s808509d45ma86.png
cju84ih17kp5l09876bkooocl.png,"one medium pink round polyp, located in right of the image
",cju84ih17kp5l09876bkooocl.png
cju7ajnbo1gvm098749rdouk0.png,"two medium white round polyp, located in top left, top of the image
",cju7ajnbo1gvm098749rdouk0.png
cju35atpxdjot0855q46aqrd0.png,"two small brown kidney polyp, located in top left, top of the image
",cju35atpxdjot0855q46aqrd0.png
cju2z45kuzf6d0988nz2c819m.png,"one small yellow round polyp, located in center of the image
",cju2z45kuzf6d0988nz2c819m.png
cju1hmff8tkp809931jps6fbr.png,"two large yellow round polyp, located in top left, right of the image
",cju1hmff8tkp809931jps6fbr.png
cju8b1v3br45u087189kku66u.png,"two medium yellow large polyp, located in top left, bottom right of the image
",cju8b1v3br45u087189kku66u.png
cju88nroho44508500129f1nh.png,"one small pink round polyp, located in center of the image
",cju88nroho44508500129f1nh.png
cju3tp94kfstl08181awh6z49.png,"one large pink round polyp, located in center of the image
",cju3tp94kfstl08181awh6z49.png
cju30lncba3ny0878jwnous8n.png,"one small yellow oval polyp, located in top of the image
",cju30lncba3ny0878jwnous8n.png
cju3521y5d5mq0878t3ezsu4p.png,"one small brown oval polyp, located in right of the image
",cju3521y5d5mq0878t3ezsu4p.png
cju7da88w2eod0755wejzynvt.png,"one small white circle polyp, located in top right of the image
",cju7da88w2eod0755wejzynvt.png
cju1dnz61vfp40988e78bkjga.png,"one small brown round polyp, located in top right of the image
",cju1dnz61vfp40988e78bkjga.png
cju83qd0yjyht0817ktkfl268.png,"one large white round polyp, located in center of the image
",cju83qd0yjyht0817ktkfl268.png
cju3v0fl3gwce0755qkjhzmd4.png,"one medium pink round polyp, located in right of the image
",cju3v0fl3gwce0755qkjhzmd4.png
cju43lcnum9y10755bjs7z87f.png,"one small orange circle polyp, located in center of the image
",cju43lcnum9y10755bjs7z87f.png
cju5fydrud94708507vo6oy21.png,"one large white round polyp, located in right of the image
",cju5fydrud94708507vo6oy21.png
cju430pm2lz0y0755jkhcc3d1.png,"three small, medium yellow round polyp, located in top left, right, bottom of the image
",cju430pm2lz0y0755jkhcc3d1.png
cju34fojcctcf0799ebolbvkn.png,"one small pink oval polyp, located in top right of the image
",cju34fojcctcf0799ebolbvkn.png
cju2mh8t6p07008350e01tx2a.png,"one small white round polyp, located in center of the image
",cju2mh8t6p07008350e01tx2a.png
cju5tenjojp1j0755ms4949h2.png,"one medium brown round polyp, located in center of the image
",cju5tenjojp1j0755ms4949h2.png
cju2uokeg5jm20799xwgsyz89.png,"one large tan round polyp, located in center of the image
",cju2uokeg5jm20799xwgsyz89.png
cju5y4hgqmk0i08180rjhbwvp.png,"one medium brown circle polyp, located in center of the image
",cju5y4hgqmk0i08180rjhbwvp.png
cju3xjqtpikx50817tppy6g84.png,"one medium yellow round polyp, located in right of the image
",cju3xjqtpikx50817tppy6g84.png
cju1fyb1d69et0878muzdak9u.png,"one medium white round polyp, located in center of the image
",cju1fyb1d69et0878muzdak9u.png
cju3uwz6ogsp10801h2r3bj5l.png,"one small white round polyp, located in center of the image
",cju3uwz6ogsp10801h2r3bj5l.png
cju6vgdmivcvb08018fra5lnv.png,"one medium orange round polyp, located in right of the image
",cju6vgdmivcvb08018fra5lnv.png
cju5uxjnol2r509871qv2yeia.png,"one small white triangular polyp, located in top right of the image
",cju5uxjnol2r509871qv2yeia.png
cju2hugv9vget0799hhk7ksvg.png,"one small white round polyp, located in center of the image
",cju2hugv9vget0799hhk7ksvg.png
cju16ach3m1da0993r1dq3sn2.png,"one medium white heart polyp, located in center of the image
",cju16ach3m1da0993r1dq3sn2.png
cju7dp3dw2k4n0755zhe003ad.png,"one small yellow triangular polyp, located in bottom right of the image
",cju7dp3dw2k4n0755zhe003ad.png
cju3y0pjrj1c30755nxekxccj.png,"one small white round polyp, located in top right of the image
",cju3y0pjrj1c30755nxekxccj.png
cju2y5zas8m7f0801d34g5owq.png,"three small, medium brown toe polyp, located in top left, top right, left of the image
",cju2y5zas8m7f0801d34g5owq.png
cju83yddek68q0850d2x7zfkm.png,"one medium white round polyp, located in center of the image
",cju83yddek68q0850d2x7zfkm.png
cju88k75inzyb0850ccv5x3vk.png,"two medium white round polyp, located in top left, top of the image
",cju88k75inzyb0850ccv5x3vk.png
cju7dvl5m2n4t0755hlnnjjet.png,"one small brown circle polyp, located in right of the image
",cju7dvl5m2n4t0755hlnnjjet.png
cju33yemn2qb20988wfjxximx.png,"one small tan round polyp, located in right of the image
",cju33yemn2qb20988wfjxximx.png
cju849c23kgnk0817cgv2hw1e.png,"one small tan round polyp, located in left of the image
",cju849c23kgnk0817cgv2hw1e.png
cju3y9difj6th0801kd1rqm3w.png,"two medium white round polyp, located in top left, bottom right of the image
",cju3y9difj6th0801kd1rqm3w.png
cju8c5223s8j80850b4kealt4.png,"one small white triangular polyp, located in top right of the image
",cju8c5223s8j80850b4kealt4.png
cju30xqmh0ni00835ix3batv1.png,"one medium orange round polyp, located in center of the image
",cju30xqmh0ni00835ix3batv1.png
cju1hp9i2xu8e0988u2dazk7m.png,"one medium white round polyp, located in right of the image
",cju1hp9i2xu8e0988u2dazk7m.png
cju2zr3c3vwb00993jn06bbaz.png,"one small white oval polyp, located in center of the image
",cju2zr3c3vwb00993jn06bbaz.png
cju41z76wlgbz0801qdetlvby.png,"one medium white oval polyp, located in center of the image
",cju41z76wlgbz0801qdetlvby.png
cju0qkwl35piu0993l0dewei2.png,"one medium white round polyp, located in top of the image
",cju0qkwl35piu0993l0dewei2.png
cju5nxkujgscq0817l9gss626.png,"two medium white round polyp, located in top left, bottom of the image
",cju5nxkujgscq0817l9gss626.png
cju2txjfzv60w098839dcimys.png,"one medium yellow it is round polyp, located in center of the image
",cju2txjfzv60w098839dcimys.png
cju87xn2snfmv0987sc3d9xnq.png,"two medium yellow triangular polyp, located in top left, bottom of the image
",cju87xn2snfmv0987sc3d9xnq.png
cju30qbm1ad3x0855znuhpz9u.png,"two large brown round polyp, located in top left, center of the image
",cju30qbm1ad3x0855znuhpz9u.png
cju6x0yqbvxqt0755dhxislgb.png,"one medium yellow round polyp, located in top right of the image
",cju6x0yqbvxqt0755dhxislgb.png
cju2zxja9w1eh09933609ho9z.png,"one small tan oval polyp, located in right of the image
",cju2zxja9w1eh09933609ho9z.png
cju8c9akjsdjj0850s67uzlxq.png,"one medium yellow round polyp, located in center of the image
",cju8c9akjsdjj0850s67uzlxq.png
cju8arof2qpf20850ifr1bnqj.png,"one medium tan round polyp, located in center of the image
",cju8arof2qpf20850ifr1bnqj.png
cju8b3ka8r64u0801fh18hk7l.png,"one small white oval polyp, located in left of the image
",cju8b3ka8r64u0801fh18hk7l.png
cju6wt9jvvn500871hjn3t3g0.png,"one medium brown round polyp, located in right of the image
",cju6wt9jvvn500871hjn3t3g0.png
cju2zgbj9zmrw0835nnlzxj4c.png,"one large pink round polyp, located in center of the image
",cju2zgbj9zmrw0835nnlzxj4c.png
cju7alcgr1lsr0871riqk84z7.png,"one medium yellow round polyp, located in top right of the image
",cju7alcgr1lsr0871riqk84z7.png
cju34eqjpcpm508788b3lhp97.png,"one medium orange oval polyp, located in right of the image
",cju34eqjpcpm508788b3lhp97.png
cju2x7vw87mu30878hye2ca0m.png,"one medium white round polyp, located in bottom right of the image
",cju2x7vw87mu30878hye2ca0m.png
cju5huurrecm70801y680y13m.png,"one medium yellow round polyp, located in bottom right of the image
",cju5huurrecm70801y680y13m.png
cju85a8h8llwm07559wxg4t5w.png,"one small white round polyp, located in center of the image
",cju85a8h8llwm07559wxg4t5w.png
cju7amjna1ly40871ugiokehb.png,"one medium white circle polyp, located in right of the image
",cju7amjna1ly40871ugiokehb.png
cju16fpvhzypl0799p9phnlx6.png,"one medium orange round polyp, located in right of the image
",cju16fpvhzypl0799p9phnlx6.png
cju5yclrymlgj0818k426ud6z.png,"one medium yellow round polyp, located in right of the image
",cju5yclrymlgj0818k426ud6z.png
cju8aw9n1qyg10801jkjlmors.png,"one medium yellow round polyp, located in right of the image
",cju8aw9n1qyg10801jkjlmors.png
cju13cgqmnhwn0988yrainhcp.png,"one medium pink round polyp, located in bottom of the image
",cju13cgqmnhwn0988yrainhcp.png
cju412uwlkva50850d1ps1ww7.png,"one large white round polyp, located in center of the image
",cju412uwlkva50850d1ps1ww7.png
cju30bmab08bi0835mvlr6e0r.png,"one medium white round polyp, located in center of the image
",cju30bmab08bi0835mvlr6e0r.png
cju772304yw5t0818vbw8kkjf.png,"one small white circle polyp, located in right of the image
",cju772304yw5t0818vbw8kkjf.png
cju18kevfrojc0835bn90f1in.png,"one small white circle polyp, located in bottom of the image
",cju18kevfrojc0835bn90f1in.png
cju7ey10f2rvf0871bwbi9x82.png,"one small brown oval polyp, located in center of the image
",cju7ey10f2rvf0871bwbi9x82.png
cju5f26ebcuai0818xlwh6116.png,"one small brown circle polyp, located in top right of the image
",cju5f26ebcuai0818xlwh6116.png
cju5xopi0md7q0871r1sjc1av.png,"one medium white circle polyp, located in right of the image
",cju5xopi0md7q0871r1sjc1av.png
cju7b10ce1mnm08011c5bwyr4.png,"one medium white round polyp, located in right of the image
",cju7b10ce1mnm08011c5bwyr4.png
cju1fj6axwfp30835ukhuzhw9.png,"two medium white round polyp, located in top left, right of the image
",cju1fj6axwfp30835ukhuzhw9.png
cju33qpdvc9g0087825jhf3s9.png,"one small white round polyp, located in center of the image
",cju33qpdvc9g0087825jhf3s9.png
cju1dfeupuzlw0835gnxip369.png,"one small pink circle polyp, located in center of the image
",cju1dfeupuzlw0835gnxip369.png
cju6vucxvvlda0755j7msqnya.png,"two small white round polyp, located in top, right of the image
",cju6vucxvvlda0755j7msqnya.png
cju7adqyj1jcx08712r1ro5gx.png,"one medium pink round polyp, located in center of the image
",cju7adqyj1jcx08712r1ro5gx.png
cju6uy20suzbl0987rzuhz7z9.png,"one medium white circle polyp, located in center of the image
",cju6uy20suzbl0987rzuhz7z9.png
cju5ccpvqash50850kb4bs22k.png,"one medium white round polyp, located in center of the image
",cju5ccpvqash50850kb4bs22k.png
cju2zrojo9kcd0878ld2epejq.png,"one small pink oval polyp, located in top right of the image
",cju2zrojo9kcd0878ld2epejq.png
cju84kplnl1y30755ropua1b0.png,"one large orange round polyp, located in center of the image
",cju84kplnl1y30755ropua1b0.png
cju2zkpdl9h7t0799ix60teqg.png,"one small white circle polyp, located in right of the image
",cju2zkpdl9h7t0799ix60teqg.png
cju88y1mwoln50871emyfny1g.png,"two large white round polyp, located in top left, center of the image
",cju88y1mwoln50871emyfny1g.png
cju17r8il13910799dr2wme2e.png,"one small white circle polyp, located in right of the image
",cju17r8il13910799dr2wme2e.png
cju30gxjq0djk0988jytm49rs.png,"one small white oval polyp, located in right of the image
",cju30gxjq0djk0988jytm49rs.png
cju31rb7vb6110801p9rhacuw.png,"one small brown oval polyp, located in right of the image
",cju31rb7vb6110801p9rhacuw.png
cju3x2s11ibzi0817kk284k0j.png,"one medium white round polyp, located in center of the image
",cju3x2s11ibzi0817kk284k0j.png
cju2trtjf4qjd0878a2zle9v9.png,"one small white triangular polyp, located in center of the image
",cju2trtjf4qjd0878a2zle9v9.png
cju7fbndk2sl608015ravktum.png,"one medium white oval polyp, located in center of the image
",cju7fbndk2sl608015ravktum.png
cju5k503sfa5f0871lx0rpu5y.png,"one medium brown kidney polyp, located in right of the image
",cju5k503sfa5f0871lx0rpu5y.png
cju3xl264ingx0850rcf0rshj.png,"one medium tan round polyp, located in right of the image
",cju3xl264ingx0850rcf0rshj.png
cju7dqcwi2dz00850gcmr2ert.png,"one small white circle polyp, located in bottom of the image
",cju7dqcwi2dz00850gcmr2ert.png
cju2sevf53lkx08558h5bpaig.png,"one medium yellow round polyp, located in right of the image
",cju2sevf53lkx08558h5bpaig.png
cju88l66no10s0850rsda7ej1.png,"two large white round polyp, located in top left, center of the image
",cju88l66no10s0850rsda7ej1.png
cju2m56cryvqd0801gtn2yp8t.png,"one small white circle polyp, located in left of the image
",cju2m56cryvqd0801gtn2yp8t.png
cju5wkonqlrl409877y8zvnub.png,"one medium yellow round polyp, located in right of the image
",cju5wkonqlrl409877y8zvnub.png
ck2da7fwcjfis07218r1rvm95.png,"one small white circle polyp, located in center of the image
",ck2da7fwcjfis07218r1rvm95.png
cju8azmhcr66e0755t61atz72.png,"one medium yellow round polyp, located in center of the image
",cju8azmhcr66e0755t61atz72.png
cju2suk42469908015ngmq6f2.png,"one medium yellow round polyp, located in center of the image
",cju2suk42469908015ngmq6f2.png
cju2t9tdwuk700835kv0ljmtl.png,"one medium white round polyp, located in left of the image
",cju2t9tdwuk700835kv0ljmtl.png
cju0s2a9ekvms080138tjjpxr.png,"two medium orange round polyp, located in top left, right of the image
",cju0s2a9ekvms080138tjjpxr.png
cju42xpi8lw4w0871ve317a1p.png,"one medium white circle polyp, located in center of the image
",cju42xpi8lw4w0871ve317a1p.png
cju89y9h0puti0818i5yw29e6.png,"one medium white round polyp, located in left of the image
",cju89y9h0puti0818i5yw29e6.png
